volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
283230	Akita-Komagatake	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1637	1971	140.799	39.761
283240	Iwatesan	Japan	Northeast Japan Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2038	1919	141.001	39.853
283250	Hachimantai	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1613	-5350	140.854	39.958
283260	Akita-Yakeyama	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1366	1997	140.757	39.964
283262	Megata	Japan	Northeast Japan Volcanic Arc	Maar(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	160	-2050	139.725	39.95
283270	Iwakisan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1624	1863	140.303	40.656
283271	Towada	Japan	Northeast Japan Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1011	915	140.88	40.51
283280	Hakkodasan	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1584	1550	140.877	40.659
283290	Osorezan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	878	1787	141.12	41.279
284010	Izu-Oshima	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	758	1990	139.394	34.724
284011	Toshima	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	508	-4550	139.279	34.52
284020	Niijima	Japan	Izu Volcanic Arc	Lava dome(s)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	432	886	139.27	34.397
284030	Kozushima	Japan	Izu Volcanic Arc	Lava dome(s)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	572	838	139.153	34.219
284040	Miyakejima	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	775	2010	139.526	34.094
284041	Mikurajima	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	851	-4100	139.602	33.874
284042	Kurose Hole	Japan	Izu Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	-114		139.68	33.4
284050	Hachijojima	Japan	Izu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	854	1606	139.766	33.137
284060	Aogashima	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	423	1785	139.759	32.458
284061	Kita-Bayonnaise	Japan	Izu Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	-360		139.85	32.1
284070	Myojinsho	Japan	Izu Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	11	1970	139.918	31.888
284080	Sumisujima	Japan	Izu Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	136	1916	140.051	31.44
284090	Izu-Torishima	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	394	2002	140.303	30.484
284091	Sofugan	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	99		140.342	29.794
284093	Suiyo Seamount	Japan	Ogasawara Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-991		140.633	28.575
284094	Mokuyo Seamount	Japan	Ogasawara Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-933		140.572	28.327
284095	Doyo Seamount	Japan	Ogasawara Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-590		140.8	27.68
284096	Nishinoshima	Japan		Caldera	Subduction zone / Crustal thickness unknown		160	2023	140.8797	27.2439
284097	Kaikata Seamount	Japan	Ogasawara Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-165		140.929	26.667
284100	Kaitoku Seamount	Japan		Stratovolcano	Subduction zone / Crustal thickness unknown		-95	2023	141.1017	26.1267
284110	Funka Asane	Japan		Stratovolcano	Subduction zone / Crustal thickness unknown		-20	2022	141.2386	25.455
284120	Ioto	Japan	Ogasawara Volcanic Arc	Caldera	Subduction zone / Crustal thickness unknown	Eruption Observed	172	2025	141.289	24.751
284121	Kita-Fukutokutai	Japan	Ogasawara Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-73	1954	141.417	24.417
284130	Fukutoku-Oka-no-Ba	Japan	Ogasawara Volcanic Arc	Pyroclastic cone	Subduction zone / Crustal thickness unknown	Eruption Observed	-29	2021	141.481	24.285
284131	Minami-Hiyoshi	Japan	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-107	1975	141.935	23.5
284132	Nikko	Japan	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-392		142.326	23.078
284133	Fukujin	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-217	1974	143.47	21.93
284134	Kasuga 1	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-598	1959	143.71	21.765
284135	Kasuga 2	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-274		143.637	21.6
284136	NW Eifuku	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-1535		144.043	21.485
284137	Daikoku	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-323		144.194	21.324
284140	Farallon de Pajaros	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	337	1953	144.893	20.546
284141	Ahyi	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Dated	-55	2026	145.03	20.437
284142	Supply Reef	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Uncertain	-8		145.1	20.13
284143	Maug Islands	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	227		145.22	20.02
284150	Asuncion	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	857	1906	145.406	19.671
284160	Agrigan	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	965	1917	145.67	18.77
284170	Pagan	United States	Mariana Volcanic Arc	Stratovolcano(es)	Subduction zone / Crustal thickness unknown	Eruption Observed	570	2021	145.8	18.13
284180	Alamagan	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Dated	744	870	145.83	17.6
284190	Guguan	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	232	1883	145.84	17.3137
284191	Zealandia Bank	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	0		145.85	16.88
284192	Sarigan	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	494		145.7803	16.6991
284193	South Sarigan Seamount	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-184	2010	145.78	16.58
284200	Anatahan	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	790	2008	145.67	16.35
284201	East Diamante	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-127		145.67	15.93
284202	Ruby	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-174	2023	145.572	15.605
284210	Esmeralda Bank	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-74		145.249	14.958
284211	NW Rota-1	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-455	2010	144.775	14.601
284220	Forecast Seamount	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-1456		143.92	13.4
284230	Seamount X	United States	Mariana Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	-1230		144.02	13.25
284305	Mariana Back-Arc Segment at 15.5°N	United States	Mariana Volcanic Arc	Fissure vent	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	-4100	2015	144.506	15.406
285010	Oshima-Oshima	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	732	1790	139.367	41.51
285011	Esan	Japan	Northeast Japan Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	617	1874	141.166	41.805
285020	Hokkaido-Komagatake	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1131	2000	140.677	42.063
285030	Toya	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	733	2001	140.839	42.544
285031	Niseko	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1308	-4900	140.659	42.875
285032	Yoteizan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1898	-1050	140.812	42.827
285034	Kuttara	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	549	1820	141.16	42.491
285040	Shikotsu	Japan	Northeast Japan Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1320	1981	141.38	42.688
285041	Rishirizan	Japan	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1721	-5830	141.242	45.179
285050	Tokachidake	Japan	Kuril Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2077	2004	142.686	43.418
285060	Taisetsuzan	Japan	Kuril Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2291	1739	142.854	43.664
285061	Maruyama	Japan	Kuril Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1692	1898	143.031	43.418
285070	Akan	Japan	Kuril Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)		1499	2026	144.0086	43.3864
285080	Kussharo	Japan	Kuril Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	574	1320	144.427	43.615
285081	Mashu	Japan	Kuril Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	857	1080	144.561	43.572
285082	Rausudake	Japan	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1660	1800	145.122	44.076
285083	Tenchozan	Japan	Kuril Volcanic Arc	Crater rows		Eruption Dated	1046		145.086	44.044
285090	Shiretoko-Iozan	Japan	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1562	1936	145.161	44.133
290010	Tomariyama [Golovnin]	Japan - administered by Russia	Kuril Volcanic Arc	Caldera	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	535	1848	145.504	43.844
290020	Raususan [Mendeleev]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	882	1880	145.733	43.979
290021	Ruruidake [Smirnov]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)		1481		146.14	44.4536
290030	Chachadake [Tiatia]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)		1772	1981	146.2531	44.3536
290040	Berutarubesan [Berutarube]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	1221		146.932	44.462
290050	Etorofu-Atosanupuri [Atosanupuri]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)		1209	1932	147.1306	44.8078
290060	Hitokappu Volcano Group [Bogatyr Ridge]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	1610		147.403	44.857
290070	Etorofu-Yakeyama [Grozny Group]	Japan - administered by Russia	Kuril Volcanic Arc	Complex	Subduction zone / Intermediate crust (15-25 km)		1147	2013	147.8722	45.0114
290072	Odamoisan [Tebenkov]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)		1208		147.9169	45.0286
290080	Sashiusudake [Baransky]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)		1128	1951	148.0142	45.1036
290090	Chirippusan [Chirip]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano(es)	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1587	1860	147.92	45.338
290100	Moyorodake [Medvezhia]	Japan - administered by Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1124	1999	148.838	45.389
290111	Ivao Group	Russia	Kuril Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	1426		149.6762	45.7593
290120	Kolokol Group	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1328	1973	150.083	46.042
290130	Kuril Arc at 46.3°N	Russia	Kuril Volcanic Arc	Composite	Subduction zone / Crustal thickness unknown	Evidence Uncertain	-100		150.8526	46.2944
290150	Chirpoi	Russia	Kuril Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	742	2016	150.871	46.532
290161	Milna	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1504	1914	151.786	46.815
290180	Zavaritzki Caldera	Russia	Kuril Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	612	1957	151.9518	46.9178
290190	Prevo Peak	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1360	1825	152.1167	47.0139
290191	Uratman	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	678		152.25	47.12
290200	Ketoi	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1172	1960	152.475	47.35
290210	Ushishur	Russia	Kuril Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	357	1884	152.8139	47.5125
290211	Srednii	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	36		152.893	47.5861
290220	Rasshua	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	956	1957	153.02	47.77
290240	Sarychev Peak	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1496	2021	153.2	48.092
290250	Raikoke	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	551	2019	153.25	48.292
290260	Chirinkotan	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	724	2022	153.48	48.98
290270	Ekarma	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1170	2010	153.93	48.958
290290	Sinarka	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	911	1878	154.182	48.873
290300	Kharimkotan	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1145	1933	154.508	49.12
290310	Tao-Rusyr Caldera	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1272	1952	154.725	49.34
290320	Nemo Peak	Russia	Kuril Volcanic Arc	Caldera	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	994	1938	154.8126	49.5641
290331	Shirinki	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	693		154.9781	50.1973
290340	Fuss Peak	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1742	1854	155.246	50.267
290350	Karpinsky Group	Russia	Kuril Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	1326		155.3847	50.1419
290360	Chikurachki	Russia	Kuril Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1781	2023	155.461	50.324
290370	Vernadsky Ridge	Russia	Kuril Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1183		155.9867	50.5819
290380	Ebeko	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1103	2024	156.014	50.686
290390	Alaid	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2285	2022	155.565	50.861
300010	Kambalny	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2116	2017	156.875	51.306
300020	Koshelev	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1822	1690	156.753	51.356
300021	Yavinsky	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	646	-4050	156.629	51.533
300022	Diky Greben	Russia	Kuril Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1040	350	156.978	51.452
300023	Kurile Lake	Russia	Kuril Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	81	-6440	157.12	51.45
300030	Iliinsky	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1555	1901	157.203	51.498
300040	Zheltovsky	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1926	1923	157.328	51.577
300050	Ksudach	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1007	1907	157.5292	51.8042
300052	Olkoviy-Ozernoy Volcanic Field	Russia	Kuril Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	681		157.53	52.02
300053	Khodutka	Russia	Kuril Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2039	-300	157.711	52.062
300058	Asacha	Russia	Kuril Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1910		157.827	52.355
300059	Visokiy	Russia	Kuril Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1227		157.9332	52.435
300060	Mutnovsky	Russia	Kuril Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2288	2000	158.196	52.449
